X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,Organization_Formal_Name,Organization_Identifier,Monitoring_Location_Identifier,Monitoring_Location_Name,Monitoring_Location_Type_Name,Monitoring_Location_Description_Text,HUC_Eight_Digit_Code
-83.1776764,42.0537644,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820011,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",River/Stream,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",04090004
-83.1740372,42.0537644,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820012,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",River/Stream,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",04090004
-83.1705641,42.0537644,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820013,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",River/Stream,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",04090004
-83.166537,42.0539024,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820014,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",River/Stream,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",04090004
-83.1630639,42.0540414,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820015,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",River/Stream,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",04090004
-83.1595917,42.0540414,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820016,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",River/Stream,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",04090004
-83.1523695,42.0541804,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820017,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",River/Stream,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",04090004
-83.1454243,42.0541804,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820018,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",River/Stream,"DETROIT RIVER AT RANGE 3.9; NEAR ROCKWOOD",04090004
-83.1775932,42.1275129,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820026,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",04090004
-83.1768152,42.1274579,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820027,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",04090004
-83.1765082,42.1274029,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820028,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",04090004
-83.1751471,42.1273469,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820029,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",04090004
-83.1740371,42.1272919,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820030,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",04090004
-83.1732041,42.1272369,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820031,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 8.7W; TRENTON TO GROSSE ILE",04090004
-83.1632026,42.1738465,"DETROIT RIVER AT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820032,"DETROIT RIVER AT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",04090004
-83.1625076,42.1736245,"DETROIT RIVER AT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820033,"DETROIT RIVER AT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",04090004
-83.1620646,42.1735685,"DETROIT RIVERAT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820034,"DETROIT RIVERAT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",River/Stream,"DETROIT RIVERAT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",04090004
-83.1613976,42.1733475,"DETROIT RIVERAT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820035,"DETROIT RIVERAT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",River/Stream,"DETROIT RIVERAT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",04090004
-83.1603415,42.1732075,"DETROIT RIVERAT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820036,"DETROIT RIVERAT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",River/Stream,"DETROIT RIVERAT RANGE 12.0W; RIVERVIEW TO GROSSE ILE",04090004
-83.1442859,42.2076512,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820037,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",River/Stream,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",04090004
-83.1437569,42.2076512,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820038,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",River/Stream,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",04090004
-83.1436189,42.2076512,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820039,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",River/Stream,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",04090004
-83.1430629,42.2076512,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820040,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",River/Stream,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",04090004
-83.1427859,42.2077352,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820041,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",River/Stream,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",04090004
-83.1415348,42.2077352,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820042,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",River/Stream,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",04090004
-83.1405638,42.2077902,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820043,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",River/Stream,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",04090004
-83.1382027,42.2077902,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820044,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",River/Stream,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",04090004
-83.1332015,42.2078182,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820045,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",River/Stream,"DETROIT RIVER AT RANGE 14.6W; OFF WYANDOTTE",04090004
-83.0977832,42.2936235,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820048,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",04090004
-83.0976441,42.2935395,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820049,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",04090004
-83.0972291,42.2933455,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820050,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",04090004
-83.0963941,42.2930675,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820051,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",04090004
-83.0958401,42.2927895,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820052,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",04090004
-83.0955611,42.2926505,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820053,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",04090004
-83.094589,42.2923745,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820054,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 20.6; DETROIT TO WINDSOR",04090004
-82.9295833,42.3573729,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820059,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",River/Stream,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",04090004
-82.9294443,42.3568169,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820060,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",River/Stream,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",04090004
-82.9291673,42.3563169,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820061,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",River/Stream,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",04090004
-82.9284723,42.3550119,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820062,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",River/Stream,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",04090004
-82.9266662,42.3513449,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820063,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",River/Stream,"DETROIT RIVERAT RANGE 30.8W; DETROIT TO PEACH ISLAND",04090004
-83.1158128,42.2780117,"ROUGE RIVER NEAR MOUTH; CITY OF RIVER ROUGE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820067,"ROUGE RIVER NEAR MOUTH; CITY OF RIVER ROUGE",River/Stream,"ROUGE RIVER NEAR MOUTH; CITY OF RIVER ROUGE",04090004
-83.1159788,42.2779567,ROUGE RIVER AT DT AND I RR BRIDGE 50F FROM SOUTH SHORE IN RI,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820068,ROUGE RIVER AT DT AND I RR BRIDGE 50F FROM SOUTH SHORE IN RI,River/Stream,ROUGE RIVER AT DT AND I RR BRIDGE 50F FROM SOUTH SHORE IN RIVER ROUGE,04090004
-83.1156168,42.2780957,ROUGE RIVER AT DT AND I RR BRIDGE 150F FROM SOUTH SHORE IN R,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820069,ROUGE RIVER AT DT AND I RR BRIDGE 150F FROM SOUTH SHORE IN R,River/Stream,ROUGE RIVER AT DT AND I RR BRIDGE 150F FROM SOUTH SHORE IN RIVER ROUGE,04090004
-83.1287572,42.2805687,ROUGE RIVERAT WEST JEFFERSON AVENUE IN RIVER ROUGE,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820070,ROUGE RIVERAT WEST JEFFERSON AVENUE IN RIVER ROUGE,River/Stream,ROUGE RIVERAT WEST JEFFERSON AVENUE IN RIVER ROUGE,04090004
-83.1425347,42.2911786,"ROUGE RIVER AT FORT STREET BR.; CITY OF DETROIT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820071,"ROUGE RIVER AT FORT STREET BR.; CITY OF DETROIT",River/Stream,"ROUGE RIVER AT FORT STREET BR.; CITY OF DETROIT",04090004
-83.1790359,42.2941786,"ROUGE RIVER AT GREENFIELD ROAD. BRIDGE; CITY OF DEARBORN",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820072,"ROUGE RIVER AT GREENFIELD ROAD. BRIDGE; CITY OF DEARBORN",River/Stream,"ROUGE RIVER AT GREENFIELD ROAD. BRIDGE; CITY OF DEARBORN",04090004
-83.4068226,42.282791,"LOWER ROUGE RIVERAT NEWBURGH ROAD; CITY OF WAYNE, SEC 29",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820073,"LOWER ROUGE RIVERAT NEWBURGH ROAD; CITY OF WAYNE, SEC 29",River/Stream,"LOWER ROUGE RIVERAT NEWBURGH ROAD; CITY OF WAYNE, SEC 29",04090004
-83.4559913,42.279736,"LOWER RIVER ROUGE AT LILLEY ROAD; CANTON TOWNSHIP., SEC 26",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820074,"LOWER RIVER ROUGE AT LILLEY ROAD; CANTON TOWNSHIP., SEC 26",River/Stream,"LOWER RIVER ROUGE AT LILLEY ROAD; CANTON TOWNSHIP., SEC 26",04090004
-83.2601496,42.3380674,MIDDLE ROUGE RIVER AT OUTER DRIVE IN DEARBORN HEIGHTS,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820075,MIDDLE ROUGE RIVER AT OUTER DRIVE IN DEARBORN HEIGHTS,River/Stream,MIDDLE ROUGE RIVER AT OUTER DRIVE IN DEARBORN HEIGHTS,04090004
-83.3193184,42.4275108,"UPPER RIVER ROUGE AT SEVEN MI. ROAD.; CITY OF LIVONIA",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820076,"UPPER RIVER ROUGE AT SEVEN MI. ROAD.; CITY OF LIVONIA",River/Stream,"UPPER RIVER ROUGE AT SEVEN MI. ROAD.; CITY OF LIVONIA",04090004
-83.2690387,42.4291777,"ROUGE RIVER AT SEVEN MILE ROAD; REDFORD TOWNSHIP., SEC 9",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820077,"ROUGE RIVER AT SEVEN MILE ROAD; REDFORD TOWNSHIP., SEC 9",River/Stream,"ROUGE RIVER AT SEVEN MILE ROAD; REDFORD TOWNSHIP., SEC 9",04090004
-83.1116727,42.2686247,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820256,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",04090004
-83.1112837,42.2685677,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820257,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",04090004
-83.1108396,42.2684287,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820258,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",04090004
-83.1104226,42.2682067,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820259,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",04090004
-83.1090336,42.2679007,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820260,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",04090004
-83.1082286,42.2677347,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820261,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",River/Stream,"DETROIT RIVER AT RANGE 19.0; DETROIT TO WINDSOR",04090004
-83.1355625,42.2828186,"ROUGE RIVER PENN CENTRAL RR BRIDGE; CITY OF RIVER ROUGE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820316,"ROUGE RIVER PENN CENTRAL RR BRIDGE; CITY OF RIVER ROUGE",River/Stream,"ROUGE RIVER PENN CENTRAL RR BRIDGE; CITY OF RIVER ROUGE",04090004
-83.1398406,42.2874016,"ROUGE RIVER AT WABASH RR BRIDGE; CITY OF DETROIT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820317,"ROUGE RIVER AT WABASH RR BRIDGE; CITY OF DETROIT",River/Stream,"ROUGE RIVER AT WABASH RR BRIDGE; CITY OF DETROIT",04090004
-83.1509799,42.2964006,"ROUGE RIVER AT DIX AVENUE BRIDGE; CITY OF DEARBORN",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820318,"ROUGE RIVER AT DIX AVENUE BRIDGE; CITY OF DEARBORN",River/Stream,"ROUGE RIVER AT DIX AVENUE BRIDGE; CITY OF DEARBORN",04090004
-83.2476501,42.3305674,"M. ROUGE RIVER AT EAST HINES DR; CITY OF DEARBORN HEIGHTS",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820325,"M. ROUGE RIVER AT EAST HINES DR; CITY OF DEARBORN HEIGHTS",River/Stream,"M. ROUGE RIVER AT EAST HINES DR; CITY OF DEARBORN HEIGHTS",04090004
-83.2529284,42.3089016,"LOWER RIVER ROUGE AT MILITARY ST; CITY OF DEARBORN",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820326,"LOWER RIVER ROUGE AT MILITARY ST; CITY OF DEARBORN",River/Stream,"LOWER RIVER ROUGE AT MILITARY ST; CITY OF DEARBORN",04090004
-83.276261,42.392789,"UPPER RIVER ROUGE AT US24; REDFORD TOWNSHIP, SEC 20",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820327,"UPPER RIVER ROUGE AT US24; REDFORD TOWNSHIP, SEC 20",River/Stream,"UPPER RIVER ROUGE AT US24; REDFORD TOWNSHIP, SEC 20",04090004
-83.2718168,42.400289,"RIVER ROUGE AT FENKELL AVE; CITY OF DETROIT",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820328,"RIVER ROUGE AT FENKELL AVE; CITY OF DETROIT",River/Stream,"RIVER ROUGE AT FENKELL AVE; CITY OF DETROIT",04090004
-83.1358958,42.1372077,"DETROIT RIVER AT RANGE 9.3E; OFF GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820397,"DETROIT RIVER AT RANGE 9.3E; OFF GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 9.3E; OFF GROSSE ILE",04090004
-83.1332017,42.1371247,"DETROIT RIVER AT RANGE 9.3E; OFF GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820398,"DETROIT RIVER AT RANGE 9.3E; OFF GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 9.3E; OFF GROSSE ILE",04090004
-83.1268125,42.1368187,"DETROIT RIVER AT RANGE 9.3E; OFF GROSSE ILE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-820399,"DETROIT RIVER AT RANGE 9.3E; OFF GROSSE ILE",River/Stream,"DETROIT RIVER AT RANGE 9.3E; OFF GROSSE ILE",04090004
