"","MonitoringLocationIdentifier","Avg","Max","LatestSample","totalSamples","X","Y","Name","description","timestamp","begin","end","altitudeMode","tessellate","extrude","visibility","drawOrder","icon","Organization_Formal_Name","Organization_Identifier","Monitoring_Location_Name","Monitoring_Location_Type_Name","Monitoring_Location_Description_Text","HUC_Eight_Digit_Code"
"14","USGS-04043105",37,37,1991-10-30,1,-88.4481861,46.7588212,"LINDEN CREEK AT L'ANSE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","LINDEN CREEK AT L'ANSE, MI","Stream","",4020105
"15","USGS-04043120",11,11,1991-10-30,1,-88.4104064,46.8146532,"LITTLE SILVER CREEK AT PEQUAMING RD NR L'ANSE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","LITTLE SILVER CREEK AT PEQUAMING RD NR L'ANSE, MI","Stream","",4020105
"16","USGS-04044744",33,62,1980-05-05,2,-86.6243258,46.4243912,"MUNISING FALLS CREEK AT MUNISING, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MUNISING FALLS CREEK AT MUNISING, MI","Stream","",4020201
"17","USGS-04044750",41.3333333333333,77,1981-10-22,3,-86.5232166,46.4199515,"MINERS RIVER NR VAN MEER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MINERS RIVER NR VAN MEER, MI","Stream","",4020201
"18","USGS-04044755",19.3333333333333,45,1981-10-22,3,-86.5407188,46.4882817,"MINERS RIVER NR MUNISING, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MINERS RIVER NR MUNISING, MI","Stream","",4020201
"19","USGS-04044762",18.5,35,1980-05-06,2,-86.4782204,46.5185622,"MOSQUITO RIVER NEAR MELSTRAND, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MOSQUITO RIVER NEAR MELSTRAND, MI","Stream","",4020201
"20","USGS-04044765",16,30,1980-05-07,2,-86.4390539,46.5482861,"CHAPEL CREEK NR MELSTRAND, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CHAPEL CREEK NR MELSTRAND, MI","Stream","",4020201
"21","USGS-04044766",35,68,1980-05-07,2,-86.4107206,46.5574543,"SPRAY CREEK NR MELSTRAND, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SPRAY CREEK NR MELSTRAND, MI","Stream","",4020201
"22","USGS-04044770",5.5,8,1981-10-20,2,-86.3507209,46.5774574,"BEAVER CREEK NR MELSTRAND, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","BEAVER CREEK NR MELSTRAND, MI","Stream","",4020201
"23","USGS-04044775",26.3333333333333,44,1981-10-20,3,-86.2587778,46.6207957,"SEVENMILE CREEK NR GRAND MARAIS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SEVENMILE CREEK NR GRAND MARAIS, MI","Stream","",4020201
"24","USGS-04044782",90,190,1981-10-21,3,-86.184056,46.6552444,"SULLIVAN CREEK NR GRAND MARAIS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SULLIVAN CREEK NR GRAND MARAIS, MI","Stream","",4020201
"25","USGS-04044785",50.3333333333333,100,1981-10-21,3,-86.1660006,46.6633011,"HURRICANE RIVER NR GRAND MARAIS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","HURRICANE RIVER NR GRAND MARAIS, MI","Stream","",4020201
"26","USGS-04044786",28.6666666666667,64,1981-10-21,3,-86.0171106,46.6674773,"SABLE CREEK NR GRAND MARAIS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SABLE CREEK NR GRAND MARAIS, MI","Stream","",4020201
"27","USGS-04045500",45.2743362831858,1200,1993-07-15,113,-85.2695548,46.5750148,"TAHQUAMENON RIVER NEAR PARADISE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","TAHQUAMENON RIVER NEAR PARADISE, MI","Stream","",4020202
"28","USGS-04045580",11.6666666666667,144,1992-07-08,72,-84.4214323,46.4914111,"ST MARYS RIVER ABOVE SAULT STE MARIE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","ST MARYS RIVER ABOVE SAULT STE MARIE, MI","Stream","",4020300
"29","USGS-04057004",24.679012345679,330,1986-08-12,81,-86.2431974,45.971639,"MANISTIQUE RIVER ABOVE MANISTIQUE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MANISTIQUE RIVER ABOVE MANISTIQUE, MI","Stream","",4060106
"30","USGS-04057005",27.625,156,1975-09-09,8,-86.2484744,45.9516396,"MANISTIQUE RIVER AT MANISTIQUE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MANISTIQUE RIVER AT MANISTIQUE, MI","Stream","",4060106
"31","USGS-04059000",75.4285714285714,1000,1994-09-08,133,-87.2137482,45.9085727,"ESCANABA RIVER AT CORNELL, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","ESCANABA RIVER AT CORNELL, MI","Stream","",4030110
"32","USGS-04059500",66.1538461538462,1500,1993-07-26,117,-87.2020793,45.7549674,"FORD RIVER NEAR HYDE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","FORD RIVER NEAR HYDE, MI","Stream","",4030109
"33","USGS-04101500",1641.89247311828,22000,1995-09-22,93,-86.2597325,41.8292138,"ST. JOSEPH RIVER AT NILES, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","ST. JOSEPH RIVER AT NILES, MI","Stream","",4050001
"34","USGS-04101560",9,9,1975-08-21,1,-85.8386166,42.0833763,"CEDAR LAKE NR MARCELLUS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CEDAR LAKE NR MARCELLUS, MI","Lake, Reservoir, Impoundment","",4050001
"35","USGS-04101569",1,1,1974-09-10,1,-85.8622283,42.0719878,"GRAVEL LAKE NEAR MARCELLUS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","GRAVEL LAKE NEAR MARCELLUS, MI","Lake, Reservoir, Impoundment","",4050001
"36","USGS-04102414",42.6666666666667,126,1975-08-20,3,-86.1905783,42.2500368,"VAN AUKEN LK NR MC DONALD, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","VAN AUKEN LK NR MC DONALD, MI","Lake, Reservoir, Impoundment","",4050001
"37","USGS-04108500",889.8,13000,1994-10-06,45,-85.9841986,42.5936408,"KALAMAZOO RIVER NEAR FENNVILLE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","KALAMAZOO RIVER NEAR FENNVILLE, MI","Stream","",4050003
"38","USGS-04108690",408.59793814433,8000,1986-09-11,97,-86.1980934,42.6472473,"KALAMAZOO RIVER AT SAUGATUCK, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","KALAMAZOO RIVER AT SAUGATUCK, MI","Stream","",4050003
"39","USGS-04119300",726.071428571429,12000,1994-10-07,84,-85.9558771,43.0147449,"GRAND RIVER AT EASTMANVILLE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","GRAND RIVER AT EASTMANVILLE, MI","Stream","",4050006
"40","USGS-04122030",282.4,12000,1990-08-01,115,-86.0364445,43.3180728,"MUSKEGON RIVER AT MAPLE ISLAND RD NR BRIDGETON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MUSKEGON RIVER AT MAPLE ISLAND RD NR BRIDGETON, MI","Stream","",4060102
"41","USGS-04122080",227.666666666667,620,1974-07-10,6,-86.2025588,43.2719593,"MUSKEGON RIVER AT US HWY 31 NEAR MUSKEGON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MUSKEGON RIVER AT US HWY 31 NEAR MUSKEGON, MI","Stream","",4060102
"42","USGS-04126520",243.576923076923,22000,1994-08-12,156,-86.319253,44.2505584,"MANISTEE R AT MANISTEE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MANISTEE R AT MANISTEE, MI","Stream","",4060103
"43","USGS-04126755",57,57,1979-08-14,1,-86.1189824,44.7108319,"PLATTE RIVER AT STATE HIGHWAY M-22 NEAR HONOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","PLATTE RIVER AT STATE HIGHWAY M-22 NEAR HONOR, MI","Stream","",4060104
"44","USGS-04126758",4,4,1979-08-14,1,-86.1367609,44.7199983,"PLATTE RIVER AT WEIR ON LOON LAKE NR HONOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","PLATTE RIVER AT WEIR ON LOON LAKE NR HONOR, MI","Stream","",4060104
"45","USGS-04126765",3,3,1979-08-15,1,-86.0609258,44.7422208,"OTTER CREEK AT OTTER LAKE NEAR EMPIRE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","OTTER CREEK AT OTTER LAKE NEAR EMPIRE, MI","Stream","",4060104
"46","USGS-04126802",65,65,1979-08-16,1,-85.9623135,44.9033291,"CRYSTAL RIVER AT COUNTY HWY 675 NR GLEN ARBOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CRYSTAL RIVER AT COUNTY HWY 675 NR GLEN ARBOR, MI","Stream","",4060104
"47","USGS-04126810",44,44,1979-08-16,1,-85.885367,44.946663,"SHALDA CREEK AT LAKE MICHIGAN RD NR GLEN ARBOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SHALDA CREEK AT LAKE MICHIGAN RD NR GLEN ARBOR, MI","Stream","",4060104
"48","USGS-04132052",57.6111111111111,590,1986-09-23,108,-84.4811465,45.6339007,"CHEBOYGAN R (POND) AT LINCOLN AVE AT CHEBOYGAN, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CHEBOYGAN R (POND) AT LINCOLN AVE AT CHEBOYGAN, MI","Stream","",4070004
"49","USGS-04135000",86.9411764705882,3000,1993-08-12,85,-83.4999781,45.0939014,"THUNDER BAY RIVER NEAR ALPENA, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","THUNDER BAY RIVER NEAR ALPENA, MI","Stream","",4070006
"50","USGS-04135020",50,210,1979-09-13,8,-83.4377532,45.0708461,"THUNDER BAY RIVER AT ALPENA, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","THUNDER BAY RIVER AT ALPENA, MI","Stream","",4070006
"51","USGS-04137500",28.2098765432099,690,1994-08-16,81,-83.4338609,44.4364045,"AU SABLE RIVER NEAR AU SABLE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","AU SABLE RIVER NEAR AU SABLE, MI","Stream","",4070007
"52","USGS-04142000",588.126984126984,14000,1992-08-12,126,-84.0199939,44.0725203,"RIFLE RIVER NEAR STERLING, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RIFLE RIVER NEAR STERLING, MI","Stream","",4080101
"53","USGS-04156100",908.84,13000,1995-08-09,50,-84.1935971,43.5686379,"TITTABAWASSEE RIVER NR MIDLAND, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","TITTABAWASSEE RIVER NR MIDLAND, MI","Stream","",4080201
"54","USGS-04157000",762.9,26000,2005-07-21,170,-83.9630294,43.4128034,"SAGINAW RIVER AT SAGINAW, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SAGINAW RIVER AT SAGINAW, MI","Stream","",4080206
"55","USGS-04159010",4070.34146341463,1e+05,1993-08-31,82,-83.2416231,43.9394586,"PIGEON RIVER NEAR CASEVILLE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","PIGEON RIVER NEAR CASEVILLE, MI","Stream","",4080103
"56","USGS-04159130",17.4473684210526,380,1992-09-22,76,-82.4246369,42.9869743,"ST. CLAIR RIVER AT PORT HURON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","ST. CLAIR RIVER AT PORT HURON, MI","Stream","",4090001
"57","USGS-04165500",1396.7109375,18000,1995-08-24,128,-82.90881,42.5958674,"CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS, MI","Stream","",4090003
"58","USGS-04165700",14.2988505747126,100,1986-06-25,87,-82.9585276,42.3472602,"DETROIT RIVER AT DETROIT, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","DETROIT RIVER AT DETROIT, MI","Stream","",4090004
"59","USGS-04166650",4,4,1972-06-20,1,-83.5549374,42.3817027,"JOHNSON DRAIN AT NAPIER RD NR BROOKVILLE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","JOHNSON DRAIN AT NAPIER RD NR BROOKVILLE, MI","Stream","",4090004
"60","USGS-04167250",2,2,1972-06-20,1,-83.5454927,42.310593,"LOWER RIVER ROUGE AT NAPIER RD AT CHERRY HILL, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","LOWER RIVER ROUGE AT NAPIER RD AT CHERRY HILL, MI","Stream","",4090004
"61","USGS-04172105",1,1,1972-06-19,1,-83.7610528,42.4153129,"HORSESHOE LAKE OUTLET AT WHITMORE LAKE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","HORSESHOE LAKE OUTLET AT WHITMORE LAKE, MI","Stream","",4090005
"62","USGS-04172200",1,1,1972-06-20,1,-83.8749447,42.4211462,"ARMS CREEK AT MAST RD NEAR HAMBURG, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","ARMS CREEK AT MAST RD NEAR HAMBURG, MI","Stream","",4090005
"63","USGS-04172400",3,3,1972-06-20,1,-84.0774518,42.4069799,"SOUTH LAKE OUTLET AT BOYCE RD NR UNADILLA, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SOUTH LAKE OUTLET AT BOYCE RD NR UNADILLA, MI","Stream","",4090005
"64","USGS-04173000",0,0,1972-06-20,1,-83.9116119,42.38698,"HURON RIVER NEAR DEXTER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","HURON RIVER NEAR DEXTER, MI","Stream","",4090005
"65","USGS-04173150",1,1,1972-06-21,1,-84.0338355,42.2517036,"MILL CREEK AT MANCHESTER RD NR SYLVAN, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MILL CREEK AT MANCHESTER RD NR SYLVAN, MI","Stream","",4090005
"66","USGS-04173254",0,0,1972-06-21,1,-83.9227222,42.2817038,"MILL CREEK AT JERUSALEM ROAD NEAR LIMA CENTER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MILL CREEK AT JERUSALEM ROAD NEAR LIMA CENTER, MI","Stream","",4090005
"67","USGS-04173310",1,1,1972-06-20,1,-84.0149473,42.3328139,"NORTH FORK MILL CREEK AT MCKINLEY RD NR CHELSEA,MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","NORTH FORK MILL CREEK AT MCKINLEY RD NR CHELSEA,MI","Stream","",4090005
"68","USGS-04173320",1,1,1972-06-20,1,-84.020503,42.3239251,"LETTS CREEK AT STATE HWY M-52 AT CHELSEA, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","LETTS CREEK AT STATE HWY M-52 AT CHELSEA, MI","Stream","",4090005
"69","USGS-04173350",0,0,1972-06-21,1,-83.937167,42.287537,"NORTH FORK MILL CREEK NEAR LIMA CENTER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","NORTH FORK MILL CREEK NEAR LIMA CENTER, MI","Stream","",4090005
"70","USGS-04174050",0,0,1972-06-19,1,-83.8093869,42.3336478,"HURON RIVER AT DELHI MILLS, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","HURON RIVER AT DELHI MILLS, MI","Stream","",4090005
"71","USGS-04174500",0,0,1972-06-19,1,-83.7338296,42.2869824,"HURON RIVER AT ANN ARBOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","HURON RIVER AT ANN ARBOR, MI","Stream","",4090005
"72","USGS-04174510",3,3,1972-06-19,1,-83.7316073,42.2892046,"TRAVER CREEK AT ISLAND DRIVE AT ANN ARBOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","TRAVER CREEK AT ISLAND DRIVE AT ANN ARBOR, MI","Stream","",4090005
"73","USGS-04174518",3,3,1972-06-19,1,-83.688273,42.2647606,"MALLETTS CREEK AT ANN ARBOR, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","MALLETTS CREEK AT ANN ARBOR, MI","Stream","",4090005
"74","USGS-04174695",1,1,1972-06-19,1,-83.6563281,42.308093,"FLEMING CREEK AT GALE ROAD AT DIXBORO, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","FLEMING CREEK AT GALE ROAD AT DIXBORO, MI","Stream","",4090005
"75","USGS-04174800",0,0,1972-06-20,1,-83.6124383,42.2492053,"HURON RIVER AT YPSILANTI, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","HURON RIVER AT YPSILANTI, MI","Stream","",4090005
"76","USGS-04174900",0,0,1972-06-20,1,-83.5577148,42.2061508,"FORD LAKE AT FORD DAM NEAR RAWSONVILLE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","FORD LAKE AT FORD DAM NEAR RAWSONVILLE, MI","Lake, Reservoir, Impoundment","",4090005
"77","USGS-04175280",1.4,1.4,1972-06-22,1,-83.6082706,42.1133753,"STONY CREEK AT WILLOW RD NEAR OAKVILLE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","STONY CREEK AT WILLOW RD NEAR OAKVILLE, MI","Stream","",4100001
"78","USGS-04175290",43,43,1972-06-22,1,-83.6085483,42.0983756,"SUGAR CREEK AT FULLER ROAD NEAR OAKVILLE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SUGAR CREEK AT FULLER ROAD NEAR OAKVILLE, MI","Stream","",4100001
"79","USGS-04175330",9,9,1972-06-22,1,-83.5882701,42.095598,"PAINT CREEK AT LISS ROAD NEAR MILAN, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","PAINT CREEK AT LISS ROAD NEAR MILAN, MI","Stream","",4100001
"80","USGS-04175630",0,0,1972-06-21,1,-83.9763321,42.093375,"RIVER RAISIN AT ALLEN ROAD NEAR CLINTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RIVER RAISIN AT ALLEN ROAD NEAR CLINTON, MI","Stream","",4100002
"81","USGS-04176350",4,4,1972-06-21,1,-83.8685531,42.1386519,"SALINE RIVER AT FELDKAMP ROAD AT BENTON, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SALINE RIVER AT FELDKAMP ROAD AT BENTON, MI","Stream","",4100002
"82","USGS-04176365",18,18,1972-06-21,1,-83.8254971,42.1711513,"SALINE RIVER AT DELL ROAD NEAR SALINE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SALINE RIVER AT DELL ROAD NEAR SALINE, MI","Stream","",4100002
"83","USGS-04176370",3,3,1972-06-21,1,-83.8213304,42.1761512,"TRIB TO SALINE RIVER NEAR SALINE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","TRIB TO SALINE RIVER NEAR SALINE, MI","Stream","",4100002
"84","USGS-04176399",1,1,1972-06-22,1,-83.7746628,42.1561519,"KOCH-WARNER DR (SALINE-MILAN RD) AT SALINE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","KOCH-WARNER DR (SALINE-MILAN RD) AT SALINE, MI","Stream","",4100002
"85","USGS-04176418",0,0,1972-06-22,1,-83.695772,42.0847648,"SALINE RIVER AT PLATT RD AT MILAN, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","SALINE RIVER AT PLATT RD AT MILAN, MI","Stream","",4100002
"86","USGS-04176500",1129.13043478261,8800,1995-08-23,92,-83.5310462,41.9606008,"RIVER RAISIN NEAR MONROE, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","RIVER RAISIN NEAR MONROE, MI","Stream","",4100002
"87","USGS-414939084583300",4,4,1978-06-23,1,-84.9757974,41.8275494,"COLDWATER LAKE, DEEP SITE, NEAR COLDWATER, MI",NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,"USGS Michigan Water Science Center","USGS-MI","COLDWATER LAKE, DEEP SITE, NEAR COLDWATER, MI","Lake, Reservoir, Impoundment","",4050001
